campaign_name,start_date,end_date,budget,roi,type,target_audience,channel,conversion_rate,revenue,campaign_duration,calculated_roi,roi_comparison,net_profit,start_month,start_month_name,start_quarter,start_year,end_month,end_month_name,end_quarter,end_year,start_day_of_week,campaign_quarter,revenue_category,calculated_roi_performance,budget_category,conversion_performance,profit_margin,revenue_per_day,is_profitable,is_high_performing,is_holiday_campaign,is_long_campaign,is_digital,cost_per_conversion
Realigned scalable moderator,2023-04-07,2023-10-03,55780.6,0.54,email,B2B,referral,0.19,996578.25,179,1686.6,Different,940797.65,4,April,2,2023,10,October,4,2023,Friday,2Q2023,high revenue,Muy alto,high budget,Baja,0.9440278773894574,5567.47625698324,1,1,0,0,0,2935.821052631579
Multi-lateral responsive info-mediaries,2023-05-13,2023-09-24,34344.65,0.67,webinar,B2C,referral,0.91,228461.91,134,565.2,Different,194117.26,5,May,2,2023,9,September,3,2023,Saturday,2Q2023,low revenue,Muy alto,medium budget,Muy alta,0.8496701266307368,1704.9396268656717,1,1,0,0,0,377.41373626373627
Grass-roots directional help-desk,2023-03-22,2023-08-19,62805.97,0.94,social media,B2C,referral,0.62,318869.86,150,407.71,Different,256063.88999999998,3,March,1,2023,8,August,3,2023,Wednesday,1Q2023,low revenue,Muy alto,high budget,Alta,0.8030357274908327,2125.7990666666665,1,1,0,0,0,1012.9995161290323
Total methodical array,2022-12-31,2024-06-26,20586.89,0.13,podcast,B2B,referral,0.82,364266.44,543,1669.41,Different,343679.55,12,December,4,2022,6,June,2,2024,Saturday,4Q2022,low revenue,Muy alto,low budget,Alta,0.9434839783758284,670.8405893186003,1,1,1,1,0,251.05963414634147
Balanced optimizing challenge,2023-05-28,2024-04-14,45083.57,0.51,webinar,B2C,organic,0.69,743998.41,322,1550.27,Different,698914.8400000001,5,May,2,2023,4,April,2,2024,Sunday,2Q2023,high revenue,Muy alto,medium budget,Alta,0.9394036742632287,2310.5540683229815,1,1,0,0,1,653.3850724637681
Persevering disintermediate parallelism,2022-09-15,2023-11-30,19393.55,0.59,email,B2C,promotion,0.71,513490.43,441,2547.74,Different,494096.88,9,September,3,2022,11,November,4,2023,Thursday,3Q2022,medium revenue,Muy alto,low budget,Alta,0.9622319154029804,1164.3773922902494,1,1,0,1,0,273.14859154929576
Horizontal system-worthy neural-net,2023-06-09,2023-09-20,77848.2,0.65,webinar,B2C,paid,0.74,753981.45,103,868.53,Different,676133.25,6,June,2,2023,9,September,3,2023,Friday,2Q2023,high revenue,Muy alto,high budget,Alta,0.8967505102413329,7320.208252427184,1,1,0,0,1,1052.0027027027027
Grass-roots multi-tasking throughput,2023-05-21,2024-07-11,13087.55,0.43,podcast,B2C,organic,0.21,293380.77,417,2141.68,Different,280293.22000000003,5,May,2,2023,7,July,3,2024,Sunday,2Q2023,low revenue,Muy alto,low budget,Baja,0.9553905663278477,703.5510071942447,1,1,0,1,1,623.2166666666666
Intuitive didactic interface,2022-09-06,2024-07-17,41350.29,0.82,email,B2C,paid,0.18,953178.97,680,2205.13,Different,911828.6799999999,9,September,3,2022,7,July,3,2024,Tuesday,3Q2022,high revenue,Muy alto,medium budget,Baja,0.9566185456231792,1401.7337794117648,1,1,0,1,1,2297.2383333333332
Enterprise-wide non-volatile hardware,2023-03-06,2023-09-09,82065.39,0.81,webinar,B2C,referral,0.24,52944.0,187,-35.49,Different,-29121.39,3,March,1,2023,9,September,3,2023,Monday,1Q2023,low revenue,Muy bajo,high budget,Baja,-0.5500413644605621,283.1229946524064,0,0,0,0,0,3419.39125
Reduced actuating toolset,2023-06-23,2024-02-20,14225.39,0.45,webinar,B2C,paid,0.51,215641.53,242,1415.89,Different,201416.14,6,June,2,2023,2,February,1,2024,Friday,2Q2023,low revenue,Muy alto,low budget,Media,0.9340322339579024,891.0807024793388,1,1,0,0,1,278.9292156862745
Front-line value-added alliance,2023-01-16,2023-12-05,28165.81,0.37,social media,B2B,promotion,0.3,269187.84,323,855.73,Different,241022.03000000003,1,January,1,2023,12,December,4,2023,Monday,1Q2023,low revenue,Muy alto,low budget,Media,0.8953674504762177,833.3988854489165,1,1,1,0,0,938.8603333333334
Organic regional open architecture,2022-09-04,2024-02-25,21006.57,0.27,social media,B2B,paid,0.59,653863.78,539,3012.66,Different,632857.2100000001,9,September,3,2022,2,February,1,2024,Sunday,3Q2022,high revenue,Muy alto,low budget,Media,0.967873170769606,1213.1053432282004,1,1,0,1,1,356.0435593220339
Function-based dedicated database,2023-07-20,2023-08-11,49513.98,0.53,webinar,B2B,referral,0.39,364635.64,22,636.43,Different,315121.66000000003,7,July,3,2023,8,August,3,2023,Thursday,3Q2023,low revenue,Muy alto,medium budget,Media,0.8642097080800989,16574.347272727275,1,1,0,0,0,1269.5892307692309
Monitored even-keeled encryption,2022-09-30,2024-02-14,83745.94,0.13,email,B2B,promotion,0.21,415745.84,502,396.44,Different,331999.9,9,September,3,2022,2,February,1,2024,Friday,3Q2022,medium revenue,Muy alto,high budget,Baja,0.79856457493357,828.1789641434264,1,1,0,1,0,3987.901904761905
Stand-alone zero-defect contingency,2023-01-06,2024-03-15,10894.5,0.32,podcast,B2C,paid,0.96,74641.15,434,585.13,Different,63746.649999999994,1,January,1,2023,3,March,1,2024,Friday,1Q2023,low revenue,Muy alto,low budget,Muy alta,0.8540416378900915,171.98421658986175,1,1,1,1,1,113.484375
Exclusive bi-directional architecture,2023-04-03,2024-02-23,52366.3,0.99,podcast,B2B,paid,0.21,852040.1,326,1527.08,Different,799673.7999999999,4,April,2,2023,2,February,1,2024,Monday,2Q2023,high revenue,Muy alto,high budget,Baja,0.9385400992277241,2613.6199386503067,1,1,0,0,1,2493.6333333333337
Optional real-time installation,2023-04-10,2024-05-03,80463.24,0.19,email,B2C,paid,0.88,780686.73,389,870.24,Different,700223.49,4,April,2,2023,5,May,2,2024,Monday,2Q2023,high revenue,Muy alto,high budget,Alta,0.8969327427917213,2006.9067609254498,1,1,0,1,1,914.355
Synchronized fresh-thinking functionalities,2022-10-01,2024-05-05,43575.1,0.44,social media,B2C,promotion,0.8,735883.2,582,1588.77,Different,692308.1,10,October,4,2022,5,May,2,2024,Saturday,4Q2022,high revenue,Muy alto,medium budget,Alta,0.9407853039721521,1264.4041237113402,1,1,0,1,0,544.68875
Multi-layered coherent instruction set,2023-06-23,2023-12-06,26628.67,0.59,email,B2B,promotion,0.3,705889.68,166,2550.86,Different,679261.01,6,June,2,2023,12,December,4,2023,Friday,2Q2023,high revenue,Muy alto,low budget,Media,0.9622764424038611,4252.347469879518,1,1,0,0,0,887.6223333333332
Reduced attitude-oriented model,2023-05-14,2023-12-16,14188.58,0.39,email,B2B,promotion,0.13,545673.57,216,3745.86,Different,531484.99,5,May,2,2023,12,December,4,2023,Sunday,2Q2023,medium revenue,Muy alto,low budget,Baja,0.9739980442886396,2526.2665277777774,1,1,0,0,0,1091.4292307692308
Exclusive 3rdgeneration definition,2022-10-05,2023-11-14,95454.75,0.42,webinar,B2C,promotion,0.92,656823.42,405,588.1,Different,561368.67,10,October,4,2022,11,November,4,2023,Wednesday,4Q2022,high revenue,Muy alto,high budget,Muy alta,0.8546721278604834,1621.7862222222222,1,1,0,1,0,1037.5516304347825
Multi-lateral value-added encryption,2022-11-14,2024-03-05,73923.82,0.67,webinar,B2C,promotion,0.91,234741.14,477,217.54,Different,160817.32,11,November,4,2022,3,March,1,2024,Monday,4Q2022,low revenue,Muy alto,high budget,Muy alta,0.6850836627955372,492.11979035639416,1,1,1,1,0,812.3496703296704
Synchronized client-server concept,2022-08-08,2023-12-06,58913.37,0.89,email,B2B,paid,0.0,518001.77,485,779.26,Different,459088.4,8,August,3,2022,12,December,4,2023,Monday,3Q2022,medium revenue,Muy alto,high budget,Baja,0.886268014103504,1068.044886597938,1,1,0,1,1,0.0
Total regional open system,2022-08-30,2023-12-30,63015.1,0.21,podcast,B2C,organic,0.28,375915.84,487,496.55,Different,312900.74000000005,8,August,3,2022,12,December,4,2023,Tuesday,3Q2022,low revenue,Muy alto,high budget,Baja,0.832369128153791,771.9011088295689,1,1,0,1,1,2250.5392857142856
Optional uniform projection,2023-07-31,2024-03-23,13418.23,0.64,podcast,B2B,referral,0.94,160381.96,236,1095.25,Different,146963.72999999998,7,July,3,2023,3,March,1,2024,Monday,3Q2023,low revenue,Muy alto,low budget,Muy alta,0.9163357898855955,679.5845762711864,1,1,0,0,0,142.74712765957446
Universal regional open architecture,2022-10-22,2024-07-15,78420.98,0.35,podcast,B2C,promotion,0.78,723243.77,632,822.26,Different,644822.79,10,October,4,2022,7,July,3,2024,Saturday,4Q2022,high revenue,Muy alto,high budget,Alta,0.8915704728434786,1144.3730537974684,1,1,0,1,0,1005.3971794871794
Quality-focused regional database,2023-03-06,2023-08-26,47487.19,0.76,podcast,B2B,organic,0.71,714495.43,173,1404.61,Different,667008.24,3,March,1,2023,8,August,3,2023,Monday,1Q2023,high revenue,Muy alto,medium budget,Alta,0.9335374475383278,4130.031387283238,1,1,0,0,1,668.833661971831
Enhanced neutral encryption,2023-05-25,2024-02-10,44782.56,0.33,podcast,B2C,referral,0.46,561816.86,261,1154.54,Different,517034.3,5,May,2,2023,2,February,1,2024,Thursday,2Q2023,medium revenue,Muy alto,medium budget,Media,0.9202897542092275,2152.5550191570883,1,1,0,0,0,973.5339130434783
Secured stable process improvement,2023-05-28,2024-01-09,93037.93,0.45,podcast,B2B,referral,0.52,669136.1,226,619.21,Different,576098.1699999999,5,May,2,2023,1,January,1,2024,Sunday,2Q2023,high revenue,Muy alto,high budget,Media,0.8609581369171383,2960.779203539823,1,1,0,0,0,1789.1909615384614
Synergistic asymmetric task-force,2023-07-17,2023-12-14,26419.1,0.35,podcast,B2C,referral,0.29,64408.3,150,143.79,Different,37989.200000000004,7,July,3,2023,12,December,4,2023,Monday,3Q2023,low revenue,Muy alto,low budget,Baja,0.5898183929710923,429.38866666666667,1,1,0,0,0,911.0034482758622
Self-enabling 3rdgeneration migration,2022-08-30,2024-04-12,70705.99,0.51,podcast,B2B,organic,0.44,859502.9,591,1115.6,Different,788796.91,8,August,3,2022,4,April,2,2024,Tuesday,3Q2022,high revenue,Muy alto,high budget,Media,0.917736182158315,1454.319627749577,1,1,0,1,1,1606.9543181818183
Decentralized multimedia open architecture,2023-04-25,2024-07-24,49206.43,0.15,webinar,B2B,promotion,0.18,33048.36,456,-32.84,Different,-16158.07,4,April,2,2023,7,July,3,2024,Tuesday,2Q2023,low revenue,Muy bajo,medium budget,Baja,-0.48892199189309243,72.47447368421052,0,0,0,1,0,2733.6905555555554
Optional responsive approach,2023-06-23,2023-08-15,96511.42,0.0,email,B2C,referral,0.4,526682.95,53,445.72,Different,430171.52999999997,6,June,2,2023,8,August,3,2023,Friday,2Q2023,medium revenue,Muy alto,high budget,Media,0.8167561338372544,9937.414150943396,1,1,0,0,0,2412.7855
Programmable fault-tolerant intranet,2022-10-01,2024-02-17,47198.52,0.8,email,B2B,paid,0.0,294588.36,504,524.15,Different,247389.84,10,October,4,2022,2,February,1,2024,Saturday,4Q2022,low revenue,Muy alto,medium budget,Baja,0.8397814496132842,584.5007142857143,1,1,0,1,1,0.0
Multi-tiered stable focus group,2023-05-07,2024-07-03,36050.73,0.58,email,B2B,paid,0.88,529761.7,423,1369.49,Different,493710.97,5,May,2,2023,7,July,3,2024,Sunday,2Q2023,medium revenue,Muy alto,medium budget,Alta,0.9319491575174272,1252.3917257683213,1,1,0,1,1,409.6673863636364
Diverse even-keeled customer loyalty,2023-05-03,2023-09-21,92591.26,0.56,webinar,B2B,organic,0.75,416169.0,141,349.47,Different,323577.74,5,May,2,2023,9,September,3,2023,Wednesday,2Q2023,medium revenue,Muy alto,high budget,Alta,0.7775152402028983,2951.553191489362,1,1,0,0,1,1234.5501333333332
Inverse neutral strategy,2023-07-28,2023-08-19,21426.33,0.91,email,B2C,referral,0.21,198577.84,22,826.79,Different,177151.51,7,July,3,2023,8,August,3,2023,Friday,3Q2023,low revenue,Muy alto,low budget,Baja,0.8921011025197978,9026.265454545455,1,1,0,0,0,1020.3014285714287
Intuitive foreground access,2023-06-12,2023-12-05,43491.12,0.13,podcast,B2B,paid,0.49,242866.77,176,458.43,Different,199375.65,6,June,2,2023,12,December,4,2023,Monday,2Q2023,low revenue,Muy alto,medium budget,Media,0.8209260163504459,1379.9248295454545,1,1,0,0,1,887.5738775510205
Universal 24/7 strategy,2022-12-18,2023-12-22,85026.27,0.17,webinar,B2C,paid,0.78,37752.49,369,-55.6,Different,-47273.780000000006,12,December,4,2022,12,December,4,2023,Sunday,4Q2022,low revenue,Muy bajo,high budget,Alta,-1.2522029672744768,102.31027100271002,0,0,1,1,1,1090.0803846153847
Managed well-modulated artificial intelligence,2023-04-07,2024-07-27,70113.41,0.66,webinar,B2B,organic,0.15,576877.42,477,722.78,Different,506764.01,4,April,2,2023,7,July,3,2024,Friday,2Q2023,medium revenue,Muy alto,high budget,Baja,0.8784604708570496,1209.3866247379456,1,1,0,1,1,4674.227333333333
Inverse dynamic flexibility,2023-07-26,2024-06-17,19497.93,0.98,email,B2B,organic,0.44,554696.15,327,2744.9,Different,535198.22,7,July,3,2023,6,June,2,2024,Wednesday,3Q2023,medium revenue,Muy alto,low budget,Media,0.9648493504056229,1696.3185015290521,1,1,0,0,1,443.1347727272727
Optional context-sensitive standardization,2023-02-25,2024-03-06,68805.2,0.17,webinar,B2C,organic,0.43,832986.82,375,1110.65,Different,764181.62,2,February,1,2023,3,March,1,2024,Saturday,1Q2023,high revenue,Muy alto,high budget,Media,0.9173994133544634,2221.2981866666664,1,1,0,1,1,1600.120930232558
Organized fault-tolerant forecast,2023-01-29,2023-12-20,86544.19,0.61,email,B2C,paid,0.89,470646.48,325,443.82,Different,384102.29,1,January,1,2023,12,December,4,2023,Sunday,1Q2023,medium revenue,Muy alto,high budget,Alta,0.8161163555286762,1448.1430153846154,1,1,1,0,1,972.4066292134831
Multi-layered neutral capacity,2023-02-26,2024-01-31,55609.69,0.78,webinar,B2C,promotion,0.35,338956.86,339,509.53,Different,283347.17,2,February,1,2023,1,January,1,2024,Sunday,1Q2023,low revenue,Muy alto,high budget,Media,0.8359387386347631,999.8727433628318,1,1,0,0,0,1588.8482857142858
Re-engineered 6thgeneration access,2022-09-20,2023-10-06,46919.95,0.5,podcast,B2C,promotion,0.72,482058.25,381,927.41,Different,435138.3,9,September,3,2022,10,October,4,2023,Tuesday,3Q2022,medium revenue,Muy alto,medium budget,Alta,0.9026674680912524,1265.244750656168,1,1,0,1,0,651.6659722222222
Inverse context-sensitive middleware,2023-06-18,2023-08-06,12991.78,0.91,social media,B2B,referral,0.81,50038.34,49,285.15,Different,37046.56,6,June,2,2023,8,August,3,2023,Sunday,2Q2023,low revenue,Muy alto,low budget,Alta,0.7403634892764228,1021.1906122448979,1,1,0,0,0,160.39234567901235
Multi-lateral cohesive access,2022-12-12,2023-10-09,88842.63,0.32,webinar,B2C,paid,0.97,743450.84,301,736.82,Different,654608.21,12,December,4,2022,10,October,4,2023,Monday,4Q2022,high revenue,Muy alto,high budget,Muy alta,0.8804996575160235,2469.93634551495,1,1,1,0,1,915.9034020618557
Seamless asymmetric core,2023-03-02,2023-08-24,88036.35,0.55,email,B2C,paid,0.96,372199.48,175,322.78,Different,284163.13,3,March,1,2023,8,August,3,2023,Thursday,1Q2023,low revenue,Muy alto,high budget,Muy alta,0.7634699812047024,2126.854171428571,1,1,0,0,1,917.0453125
Automated tangible frame,2022-12-17,2024-01-19,90591.66,0.68,podcast,B2B,promotion,0.54,701988.4,398,674.89,Different,611396.74,12,December,4,2022,1,January,1,2024,Saturday,4Q2022,high revenue,Muy alto,high budget,Media,0.8709499188305675,1763.7899497487438,1,1,1,1,0,1677.6233333333334
Centralized modular Graphical User Interface,2023-05-13,2024-04-11,90434.18,0.53,email,B2C,paid,0.48,298831.91,334,230.44,Different,208397.72999999998,5,May,2,2023,4,April,2,2024,Saturday,2Q2023,low revenue,Muy alto,high budget,Media,0.6973744202886499,894.7063173652693,1,1,0,0,1,1884.0454166666666
Organic actuating firmware,2023-07-07,2023-10-03,38665.1,0.14,email,B2B,paid,0.29,74042.78,88,91.5,Different,35377.68,7,July,3,2023,10,October,4,2023,Friday,3Q2023,low revenue,Muy alto,medium budget,Baja,0.4778005363926098,841.3952272727273,1,1,0,0,1,1333.2793103448278
Enterprise-wide intangible concept,2022-11-16,2023-08-26,56663.23,0.66,social media,B2B,referral,0.0,974349.5,283,1619.54,Different,917686.27,11,November,4,2022,8,August,3,2023,Wednesday,4Q2022,high revenue,Muy alto,high budget,Baja,0.9418450668882162,3442.9310954063603,1,1,1,0,0,0.0
Virtual client-driven benchmark,2023-05-09,2024-02-02,77036.39,0.78,webinar,B2B,paid,0.95,250572.82,269,225.27,Different,173536.43,5,May,2,2023,2,February,1,2024,Tuesday,2Q2023,low revenue,Muy alto,high budget,Muy alta,0.6925588737038598,931.4974721189591,1,1,0,0,1,810.9093684210526
Digitized value-added access,2023-05-03,2023-12-21,37988.85,0.48,podcast,B2C,promotion,0.34,805684.2,232,2020.84,Different,767695.35,5,May,2,2023,12,December,4,2023,Wednesday,2Q2023,high revenue,Muy alto,medium budget,Media,0.9528489574451131,3472.7767241379306,1,1,0,0,0,1117.3191176470589
Streamlined bifurcated extranet,2022-09-28,2024-06-06,36751.1,0.74,webinar,B2B,promotion,0.47,51103.46,617,39.05,Different,14352.36,9,September,3,2022,6,June,2,2024,Wednesday,3Q2022,low revenue,Muy alto,medium budget,Media,0.2808490853652571,82.82570502431118,1,1,0,1,0,781.9382978723404
Re-engineered heuristic conglomeration,2022-11-13,2024-01-25,49256.5,0.17,podcast,B2C,paid,0.87,311979.25,438,533.38,Different,262722.75,11,November,4,2022,1,January,1,2024,Sunday,4Q2022,low revenue,Muy alto,medium budget,Alta,0.8421161022728274,712.2813926940639,1,1,1,1,1,566.1666666666666
Adaptive empowering contingency,2023-03-27,2024-03-04,31145.23,0.54,webinar,B2B,referral,0.8,34167.86,343,9.7,Different,3022.630000000001,3,March,1,2023,3,March,1,2024,Monday,1Q2023,low revenue,Muy alto,medium budget,Alta,0.08846412974063933,99.61475218658892,1,1,0,0,0,389.315375
Balanced national firmware,2022-08-31,2023-11-17,41188.16,0.9,social media,B2B,referral,0.68,811151.68,443,1869.38,Different,769963.52,8,August,3,2022,11,November,4,2023,Wednesday,3Q2022,high revenue,Muy alto,medium budget,Alta,0.9492226164162046,1831.0421670428896,1,1,0,1,0,605.7082352941177
Re-engineered neutral concept,2022-10-18,2024-01-13,41672.13,0.57,social media,B2C,promotion,0.2,262019.8,452,528.77,Different,220347.66999999998,10,October,4,2022,1,January,1,2024,Tuesday,4Q2022,low revenue,Muy alto,medium budget,Baja,0.8409580879002274,579.6898230088495,1,1,0,1,0,2083.6065
User-friendly encompassing functionalities,2023-02-03,2024-07-18,80301.86,0.43,podcast,B2B,promotion,0.73,77385.32,531,-3.63,Different,-2916.5399999999936,2,February,1,2023,7,July,3,2024,Friday,1Q2023,low revenue,Muy bajo,high budget,Alta,-0.03768854351187012,145.73506591337102,0,0,0,1,0,1100.0254794520547
Monitored regional complexity,2022-11-02,2023-11-20,76690.16,0.39,webinar,B2B,paid,0.56,227037.77,383,196.05,Different,150347.61,11,November,4,2022,11,November,4,2023,Wednesday,4Q2022,low revenue,Muy alto,high budget,Media,0.6622140888716446,592.787911227154,1,1,1,1,1,1369.4671428571428
Persistent incremental neural-net,2022-08-15,2024-05-06,43349.83,0.34,podcast,B2C,paid,0.68,255076.72,630,488.41,Different,211726.89,8,August,3,2022,5,May,2,2024,Monday,3Q2022,low revenue,Muy alto,medium budget,Alta,0.8300517977493204,404.8836825396825,1,1,0,1,1,637.4975000000001
Cross-platform client-server circuit,2023-04-19,2024-02-22,67118.97,0.9,webinar,B2B,promotion,0.53,382745.39,309,470.25,Different,315626.42000000004,4,April,2,2023,2,February,1,2024,Wednesday,2Q2023,low revenue,Muy alto,high budget,Media,0.8246380707550783,1238.658220064725,1,1,0,0,0,1266.3956603773586
Customizable clear-thinking adapter,2023-07-22,2024-04-30,74856.71,0.43,podcast,B2B,referral,0.99,266833.31,283,256.46,Different,191976.59999999998,7,July,3,2023,4,April,2,2024,Saturday,3Q2023,low revenue,Muy alto,high budget,Muy alta,0.7194626487974832,942.8738869257951,1,1,0,0,0,756.1283838383839
Up-sized multi-state database,2023-06-17,2024-02-08,99343.38,0.6,podcast,B2B,paid,0.96,466268.52,236,369.35,Different,366925.14,6,June,2,2023,2,February,1,2024,Saturday,2Q2023,medium revenue,Muy alto,high budget,Muy alta,0.7869395514841963,1975.7140677966102,1,1,0,0,1,1034.826875
Multi-lateral tangible framework,2022-10-05,2023-10-03,99248.28,0.31,social media,B2B,organic,0.32,541733.65,363,445.84,Different,442485.37,10,October,4,2022,10,October,4,2023,Wednesday,4Q2022,medium revenue,Muy alto,high budget,Media,0.8167950615583875,1492.3792011019284,1,1,0,0,1,3101.50875
